id1;id2;data_source;points;50km;20km;10km;5km;zone;X;Y
Binney2017_E3566;R154;EMPD2;Binney2017_E3566;0,810662666;0,74831544;0,831169918;0,855537828;taiga;127.5;63
Binney2017_E3567;R155;EMPD2;Binney2017_E3567;0,619604913;0,74831544;0,831169918;0,855537828;taiga;129.37;61.98
Binney2017_E3569;R157;EMPD2;Binney2017_E3569;0,731659328;0,742428525;0,692339727;0,654083753;taiga;121.62;63.72
Binney2017_E3570;R158;EMPD2;Binney2017_E3570;0,690255839;0,690699594;0,582487672;0,488245739;taiga;123.25;63.67
Binney2017_E3571;R159;EMPD2;Binney2017_E3571;0,619604913;0,74831544;0,866807486;0,861286626;taiga;129.37;61.98
Binney2017_E3573;R161;EMPD2;Binney2017_E3573;0,783061841;0,818372373;0,759892398;0,704330183;taiga;120.97;64.83
Binney2017_E3574;R162;EMPD2;Binney2017_E3574;0,690255839;0,690699594;0,582487672;0,488245739;taiga;123.25;63.67
Binney2017_E3579;CLAYD04;EMPD2;Binney2017_E3579;0,159092726;0,197126889;0,105290806;0,106825435;tundra-forest;86.52;69.3
Binney2017_E3580;CLAYD05;EMPD2;Binney2017_E3580;0,156511342;0,195682232;0,132382654;0,100437968;tundra-forest;86.5;69.32
Binney2017_E3581;CLAYD06;EMPD2;Binney2017_E3581;0,158095151;0,196169414;0,104146627;0,095745465;tundra-forest;86.54;69.3
Binney2017_E3582;CLAYD07;EMPD2;Binney2017_E3582;0,153115293;0,191495133;0,165919302;0,091429219;tundra-forest;86.5;69.34
Binney2017_E3583;CLAYD08;EMPD2;Binney2017_E3583;0,188919446;0,188307583;0,214078693;0,235104977;tundra-forest;86.5;69.2
Binney2017_E3584;CLAYD09;EMPD2;Binney2017_E3584;0,187733574;0,18409372;0,205653756;0,226484135;tundra-forest;86.52;69.2
Binney2017_E3585;CLAYD10;EMPD2;Binney2017_E3585;0,1821513;0,187663815;0,18126031;0,170081492;tundra-forest;86.5;69.22
Binney2017_E3586;CLAYD11;EMPD2;Binney2017_E3586;0,186440173;0,179721282;0,199854224;0,22545334;tundra-forest;86.54;69.2
Binney2017_E3587;CLAYD12;EMPD2;Binney2017_E3587;0,175796867;0,189036324;0,145486549;0,157300947;tundra-forest;86.5;69.24
Binney2017_E3588;CLAYD13;EMPD2;Binney2017_E3588;0,18490216;0,175474767;0,195811775;0,21071245;tundra-forest;86.56;69.2
Binney2017_E3589;CLAYD14;EMPD2;Binney2017_E3589;0,170849253;0,187250121;0,121258929;0,141255959;tundra-forest;86.5;69.26
Binney2017_E3590;CLAYD15;EMPD2;Binney2017_E3590;0,183045163;0,170784583;0,193087263;0,198916103;tundra-forest;86.58;69.2
Binney2017_E3591;CLAYD16;EMPD2;Binney2017_E3591;0,124507094;0,191284154;0,098823941;0,0500011;tundra-forest;88.5;69.3
Binney2017_E3592;CLAYD17;EMPD2;Binney2017_E3592;0,126761559;0,19421955;0,109231885;0,0533464;tundra-forest;88.52;69.3
Binney2017_E3593;CLAYD18;EMPD2;Binney2017_E3593;0,123902775;0,216001523;0,172878701;0,065226542;tundra-forest;88.5;69.32
Binney2017_E3594;CLAYD19;EMPD2;Binney2017_E3594;0,129443554;0,196343247;0,120820914;0,056394913;tundra-forest;88.54;69.3
Binney2017_E3595;CLAYD20;EMPD2;Binney2017_E3595;0,123169567;0,234004588;0,258461096;0,16192311;tundra-forest;88.5;69.34
Binney2017_E3596;CLAYD21;EMPD2;Binney2017_E3596;0,468;0,688;0,779;0,783;taiga;87.2;68.1
Binney2017_E3597;CLAYD22;EMPD2;Binney2017_E3597;0,466;0,685;0,776;0,781;taiga;87.22;68.1
EPDcoretop_E1707;EPDcoretop_E1707;EMPD2;EPDcoretop_E1707;0,617237413;0,437642986;0,58882342;0,681858673;taiga;125.04;65.04
EPDcoretop_E2041;EPDcoretop_E2041;EMPD2;EPDcoretop_E2041;0,129753572;0,097981673;0,127199278;0,152839394;tundra;102.24;72.24
Klemm_a1;11-CH-01;EMPD2;Klemm_a1;0,314396363;0,513957091;0,56791163;0,628859913;tundra-forest;103.2132;71.9488
Klemm_a2;11-CH-02;EMPD2;Klemm_a2;0,37106439;0,48747967;0,558772623;0,637144238;tundra-forest;102.8828;71.83622
Klemm_a3;11-CH-05;EMPD2;Klemm_a3;0,5045926;0,638462181;0,728160149;0,717997194;tundra-forest;101.0254;71.22469
Klemm_a4;11-CH-06;EMPD2;Klemm_a4;0,392113139;0,51029883;0,573927076;0,698973011;tundra-forest;97.71586;70.66744
Klemm_a5;11-CH-07;EMPD2;Klemm_a5;0,392396336;0,514381882;0,57826936;0,70751252;tundra-forest;97.72353;70.66725
Klemm_a6;11-CH-08;EMPD2;Klemm_a6;0,393385229;0,514035108;0,577822072;0,697973369;tundra-forest;97.72728;70.67011
Klemm_a7;11-CH-10;EMPD2;Klemm_a7;0,394132935;0,512125523;0,573446173;0,685718083;tundra-forest;97.72633;70.67261
Klemm_a8;11-CH-11;EMPD2;Klemm_a8;0,396195732;0,429754084;0,510448749;0,673177054;tundra-forest;97.64917;70.90111
Klemm_a9;11-CH-12;EMPD2;Klemm_a9;0,064760105;0,020452737;0,004296088;0,000516236;tundra;102.2887;72.39886
Klemm_a10;11-CH-14;EMPD2;Klemm_a10;0,065033227;0,020722458;0,004581096;0,000523932;tundra;102.2884;72.39775
Klemm_a11;11-CH-16;EMPD2;Klemm_a11;0,106706655;0,052863628;0,057608705;0,052203712;tundra;102.3746;72.30714
Klemm_a12;11-CH-17;EMPD2;Klemm_a12;0,12687116;0,095497577;0,123154696;0,146598857;tundra;102.2357;72.24454
Klemm_a13;11-CH-18;EMPD2;Klemm_a13;0,106711541;0,052868751;0,057611559;0,05222145;tundra;102.3746;72.30713
Klemm_a14;11-CH-19;EMPD2;Klemm_a14;0,118813033;0,090790272;0,109040358;0,132866968;tundra;102.2127;72.255
Klemm_a15;11-CH-20;EMPD2;Klemm_a15;0,117611382;0,08907152;0,105897196;0,129569202;tundra;102.2156;72.25769
Muller_a17;07-NA-01;EMPD2;Muller_a17;0,601346339;0,609414321;0,698133336;0,806995929;taiga;129.486;62.206
Muller_a18;07-NA-02;EMPD2;Muller_a18;0,608345049;0,594990688;0,746632969;0,801799104;taiga;129.514;62.171
Muller_a19;07-NA-03;EMPD2;Muller_a19;0,684552317;0,621923049;0,713236429;0,671062663;taiga;129.368;62.857
Muller_a20;07-NA-04;EMPD2;Muller_a20;0,677410246;0,539149153;0,556325381;0,657467522;taiga;129.468;62.856
Muller_a37;07-WI-01;EMPD2;Muller_a37;0,615255422;0,703214635;0,698927932;0,76618367;taiga;129.192;62.084
Muller_a38;07-WI-02;EMPD2;Muller_a38;0,733487805;0,736369267;0,740757236;0,787308447;taiga;128.401;62.055
Muller_a39;07-WI-03;EMPD2;Muller_a39;0,800645655;0,859456205;0,891773275;0,89727841;taiga;127.746;62.233
